Date,Close_M1,Volume,Open,High,Low,Close
2018-05-22,61.490002000000004,1006900,61.580002,62.200001,61.43,61.66
2018-05-23,61.66,1077400,60.880001,63.040001000000004,60.880001,62.939999
2018-05-24,62.939999,1122000,62.799999,64.470001,62.139998999999996,63.919998
2018-05-25,63.919998,707400,63.450001,63.84,62.849998,62.939999
2018-05-29,62.939999,2132200,62.310001,62.810001,60.540001000000004,62.709998999999996
2018-05-30,62.709998999999996,1319900,62.68,63.790001000000004,62.139998999999996,63.419998
2018-05-31,63.419998,1466500,63.450001,64.800003,63.040001000000004,63.790001000000004
2018-06-01,63.790001000000004,1936700,64.050003,65.43,63.259997999999996,64.010002
2018-06-04,64.010002,2181900,64.0,64.480003,62.549999,64.41999799999999
2018-06-05,64.41999799999999,1917100,64.510002,66.894997,64.510002,66.66999799999999
2018-06-06,66.66999799999999,1964200,67.099998,68.749001,66.559998,67.82
2018-06-07,67.82,2148200,68.0,68.0,62.450001,63.779999
2018-06-08,63.779999,674000,64.0,64.730003,63.009997999999996,64.279999
2018-06-11,64.279999,694300,64.540001,64.72399899999999,63.830002,64.349998
2018-06-12,64.349998,1230600,64.400002,66.290001,64.349998,66.209999
2018-06-13,66.209999,791600,66.300003,67.470001,65.521004,66.139999
2018-06-14,66.139999,966500,66.639999,67.599998,66.08000200000001,66.489998
2018-06-15,66.489998,1125500,66.279999,66.290001,65.220001,66.120003
2018-06-18,66.120003,741400,65.800003,67.629997,65.425003,66.610001
2018-06-19,66.610001,1301400,65.589996,65.589996,63.220001,65.040001
2018-06-20,65.040001,801900,65.639999,66.126999,64.940002,65.529999
2018-06-21,65.529999,934100,65.800003,65.970001,64.389999,65.589996
2018-06-22,65.589996,2128200,65.510002,65.510002,62.610001000000004,64.190002
2018-06-25,64.190002,1055900,63.549999,63.939999,61.18,62.380001
2018-06-26,62.380001,1106400,62.869999,63.59,62.400002,63.25
2018-06-27,63.25,685800,63.369999,63.529999,60.75,60.75
2018-06-28,60.75,712900,60.689999,62.459998999999996,60.389998999999996,62.119999
2018-06-29,62.119999,532100,62.419998,63.209998999999996,62.09,62.52
2018-07-02,62.52,521800,62.029999,63.52,61.66,63.349998
2018-07-03,63.349998,490200,63.369999,64.25,62.59,62.98
2018-07-05,62.98,1168300,63.02,63.869999,62.5,63.400002
2018-07-06,63.400002,591000,63.299999,65.400002,63.205002,65.230003
2018-07-09,65.230003,728300,65.739998,66.370003,63.610001000000004,64.779999
2018-07-10,64.779999,534700,64.889999,65.25,64.101997,64.699997
2018-07-11,64.699997,460500,64.010002,65.599998,64.0,65.33000200000001
2018-07-12,65.33000200000001,1439500,65.610001,68.769997,65.339996,68.260002
2018-07-13,68.260002,1170600,68.57,68.675003,67.089996,67.190002
2018-07-16,67.190002,670300,67.519997,68.400002,66.739998,66.860001
2018-07-17,66.860001,671700,66.089996,68.099998,65.150002,67.879997
2018-07-18,67.879997,589200,67.959999,68.5,67.290001,68.220001
2018-07-19,68.220001,702000,68.230003,68.980003,67.809998,67.860001
2018-07-20,67.860001,1198900,67.849998,68.660004,67.5,67.870003
2018-07-23,67.870003,1383200,67.489998,67.980003,65.511002,66.400002
2018-07-24,66.400002,926900,67.110001,67.110001,64.43,64.489998
2018-07-25,64.489998,803100,64.779999,67.120003,64.779999,67.050003
2018-07-26,67.050003,1460300,66.089996,67.769997,65.33000200000001,66.83000200000001
2018-07-27,66.83000200000001,7461900,77.93,79.82,72.5,73.839996
2018-07-30,73.839996,2577300,73.0,75.0,69.129997,71.08000200000001
2018-07-31,71.08000200000001,2057800,70.779999,73.809998,70.5,72.410004
2018-08-01,72.410004,1364600,72.5,74.555,72.410004,73.290001
2018-08-02,73.290001,1059300,73.0,75.555,72.864998,74.91999799999999
2018-08-03,74.91999799999999,934700,75.199997,75.199997,73.314003,74.120003
2018-08-06,74.120003,1518000,74.349998,76.129997,74.309998,75.550003
2018-08-07,75.550003,1086800,75.910004,76.610001,75.510002,75.980003
2018-08-08,75.980003,689600,75.620003,76.699997,75.247002,76.16999799999999
2018-08-09,76.16999799999999,1234400,76.199997,78.739998,75.660004,78.309998
2018-08-10,78.309998,865400,77.519997,78.699997,77.100998,78.07
2018-08-13,78.07,763900,78.07,79.519997,77.980003,78.230003
2018-08-14,78.230003,870600,78.059998,78.910004,76.809998,78.709999
2018-08-15,78.709999,1309700,77.309998,78.639999,77.150002,77.639999
2018-08-16,77.639999,466200,78.0,78.5,77.41999799999999,78.099998
2018-08-17,78.099998,714200,78.0,78.334999,77.019997,78.019997
2018-08-20,78.019997,1063300,77.629997,78.68,76.790001,78.25
2018-08-21,78.25,1012000,78.050003,80.68,78.050003,79.260002
2018-08-22,79.260002,673200,79.25,80.5,78.699997,80.059998
2018-08-23,80.059998,1925600,79.519997,82.980003,79.25,82.629997
2018-08-24,82.629997,2064100,82.519997,86.129997,82.519997,86.110001
2018-08-27,86.110001,2420700,86.029999,87.480003,85.059998,86.540001
2018-08-28,86.540001,1796000,86.760002,88.050003,86.540001,87.660004
2018-08-29,87.660004,1647700,87.849998,89.760002,87.849998,89.470001
2018-08-30,89.470001,1350900,89.019997,90.309998,88.66999799999999,89.290001
2018-08-31,89.290001,1333800,89.0,91.41999799999999,88.364998,90.010002
2018-09-04,90.010002,1563400,90.199997,92.239998,89.600998,91.900002
2018-09-05,91.900002,2246600,92.260002,92.260002,86.739998,87.610001
2018-09-06,87.610001,1830500,87.980003,88.489998,86.550003,86.68
2018-09-07,86.68,1816600,86.459999,88.650002,84.461998,87.010002
2018-09-10,87.010002,1192600,87.959999,88.547997,85.434998,87.959999
2018-09-11,87.959999,876800,88.089996,90.769997,87.25,90.489998
2018-09-12,90.489998,1046400,90.129997,90.91999799999999,86.949997,89.58000200000001
2018-09-13,89.58000200000001,1878800,91.75,94.720001,91.33000200000001,93.41999799999999
2018-09-14,93.41999799999999,1176700,93.58000200000001,95.0,92.849998,94.18
2018-09-17,94.18,1411500,94.489998,94.5,90.639999,91.110001
2018-09-18,91.110001,1659000,91.07,93.220001,90.489998,92.400002
2018-09-19,92.400002,1498200,92.410004,92.949997,89.57,89.93
2018-09-20,89.93,1169600,90.0,91.5,89.470001,91.32
2018-09-21,91.32,1075000,91.480003,91.730003,89.730003,90.690002
2018-09-24,90.690002,1364000,89.779999,93.160004,88.57399699999999,92.470001
2018-09-25,92.470001,930600,92.900002,94.610001,92.641998,94.279999
2018-09-26,94.279999,1130800,94.66999799999999,95.25,93.529999,94.360001
2018-09-27,94.360001,1109500,95.120003,96.44899699999999,94.800003,95.889999
2018-09-28,95.889999,1866100,95.779999,97.059998,95.029999,96.139999
2018-10-01,96.139999,1418700,97.18,98.212997,94.845001,95.720001
2018-10-02,95.720001,2521900,94.68,95.870003,93.559998,93.599998
2018-10-03,93.599998,1929500,94.0,94.589996,91.760002,92.900002
2018-10-04,92.900002,3062200,90.220001,90.83000200000001,85.41999799999999,85.66999799999999
2018-10-05,85.66999799999999,1707100,86.099998,87.258003,84.050003,85.360001
2018-10-08,85.360001,3316200,84.349998,84.711998,79.769997,81.089996
2018-10-09,81.089996,1699800,80.68,83.849998,80.512001,81.290001
2018-10-10,81.290001,2382300,80.239998,80.690002,77.510002,78.650002
2018-10-11,78.650002,2084800,76.620003,81.220001,76.120003,78.339996
2018-10-12,78.339996,1667000,81.220001,82.360001,79.870003,81.709999
2018-10-15,81.709999,1287300,81.709999,82.139999,78.612,79.779999
2018-10-16,79.779999,1613500,80.870003,83.199997,80.660004,82.839996
2018-10-17,82.839996,1125000,83.989998,84.050003,81.58000200000001,83.629997
2018-10-18,83.629997,2485100,83.029999,83.900002,80.135002,81.889999
2018-10-19,81.889999,8073000,78.0,80.860001,69.559998,70.18
2018-10-22,70.18,3574600,71.029999,73.209999,70.41999799999999,72.639999
2018-10-23,72.639999,2069400,71.199997,72.629997,69.68,72.459999
2018-10-24,72.459999,1984300,72.059998,73.279999,67.010002,67.120003
2018-10-25,67.120003,1942400,69.290001,70.654999,68.0,70.43
2018-10-26,70.43,1634000,67.989998,70.690002,66.800003,68.91999799999999
2018-10-29,68.91999799999999,1604600,71.82,72.415001,67.370003,68.93
2018-10-30,68.93,2255300,68.709999,72.57,68.269997,71.339996
2018-10-31,71.339996,2289900,72.5,76.660004,72.059998,75.910004
2018-11-01,75.910004,1389400,76.66999799999999,77.43,74.43,76.75
2018-11-02,76.75,1130200,77.07,78.565002,75.199997,76.480003
2018-11-05,76.480003,772000,76.199997,77.0,73.32,74.610001
2018-11-06,74.610001,1118000,74.150002,75.639999,71.550003,72.089996
2018-11-07,72.089996,1854100,73.639999,78.0,73.095001,77.610001
2018-11-08,77.610001,984900,76.82,77.260002,74.724998,75.949997
2018-11-09,75.949997,684300,75.019997,75.457001,71.910004,73.290001
2018-11-12,73.290001,1284800,72.07,72.83000200000001,69.629997,70.800003
2018-11-13,70.800003,1323800,74.269997,74.269997,70.417999,73.010002
2018-11-14,73.010002,899700,74.019997,74.75,71.709999,72.400002
2018-11-15,72.400002,1262800,72.279999,75.93,71.989998,75.75
2018-11-16,75.75,876800,75.269997,76.68,74.529999,75.949997
2018-11-19,75.949997,2160600,75.480003,75.75,68.940002,69.309998
2018-11-20,69.309998,1871200,66.040001,70.57,65.16999799999999,70.220001
2018-11-21,70.220001,827700,73.110001,73.209999,70.091003,72.129997
2018-11-23,72.129997,363900,70.220001,73.41999799999999,70.000999,73.199997
2018-11-26,73.199997,884600,73.690002,76.260002,72.769997,76.16999799999999
2018-11-27,76.16999799999999,810400,75.290001,76.629997,74.309998,74.660004
2018-11-28,74.660004,1596100,75.470001,81.5,75.470001,80.699997
2018-11-29,80.699997,2191200,80.0,85.83000200000001,79.889999,83.900002
2018-11-30,83.900002,1394100,84.279999,87.0,84.059998,85.940002
2018-12-03,85.940002,1840500,89.0,89.809998,87.07,89.599998
2018-12-04,89.599998,1745400,88.699997,89.82,85.010002,85.720001
2018-12-06,85.720001,1908000,82.300003,85.760002,81.0,85.139999
2018-12-07,85.139999,1817200,83.82,84.83000200000001,78.92400400000001,80.459999
2018-12-10,80.459999,1170800,80.199997,84.279999,79.0,83.059998
2018-12-11,83.059998,634300,85.209999,85.599998,82.160004,82.980003
2018-12-12,82.980003,1149800,84.83000200000001,86.75,83.800003,84.050003
2018-12-13,84.050003,714300,85.0,85.68,82.809998,84.25
2018-12-14,84.25,831700,82.870003,84.91999799999999,82.010002,83.190002
2018-12-17,83.190002,1161900,82.75,82.75,79.290001,79.849998
2018-12-18,79.849998,1454000,81.199997,81.349998,78.730003,79.120003
2018-12-19,79.120003,1688200,79.68,83.739998,79.355003,81.059998
2018-12-20,81.059998,2980300,80.239998,83.849998,75.550003,82.25
2018-12-21,82.25,3059400,82.970001,83.0,79.459999,81.129997
2018-12-24,81.129997,630100,79.790001,81.849998,77.339996,78.660004
2018-12-26,78.660004,1510000,79.360001,85.5,79.33000200000001,85.32
2018-12-27,85.32,966700,83.519997,87.57,82.660004,87.57
2018-12-28,87.57,1410700,88.209999,88.980003,85.220001,87.599998
2018-12-31,87.599998,2146700,89.230003,90.879997,88.199997,88.980003
2019-01-02,88.980003,1570400,85.82,90.139999,84.18,89.029999
2019-01-03,89.029999,1199500,87.029999,88.360001,84.290001,84.480003
2019-01-04,84.480003,1836200,86.650002,88.82,85.48200200000001,87.089996
2019-01-07,87.089996,3738800,89.050003,95.800003,87.699997,92.709999
2019-01-08,92.709999,2275300,94.980003,96.0,91.660004,94.82
2019-01-09,94.82,1454800,95.269997,96.970001,94.625,95.809998
2019-01-10,95.809998,1174800,95.059998,95.989998,93.75,95.5
2019-01-11,95.5,934900,95.309998,96.470001,93.66999799999999,95.650002
2019-01-14,95.650002,2252100,94.18,94.718002,92.850998,93.709999
2019-01-15,93.709999,1792200,91.349998,95.410004,90.400002,95.379997
2019-01-16,95.379997,1662900,95.629997,96.690002,93.400002,94.32
2019-01-17,94.32,3504300,94.33000200000001,94.75,91.656998,92.91999799999999
2019-01-18,92.91999799999999,7666900,100.0,100.0,88.550003,90.66999799999999
2019-01-22,90.66999799999999,2696100,88.769997,92.470001,87.18,91.440002
2019-01-23,91.440002,2447100,92.0,94.400002,90.849998,93.650002
2019-01-24,93.650002,1211200,93.82,94.900002,92.110001,93.32
2019-01-25,93.32,1154700,94.5,95.989998,93.71399699999999,95.860001
2019-01-28,95.860001,954700,94.41999799999999,95.120003,92.529999,94.720001
2019-01-29,94.720001,948500,94.389999,94.800003,92.420998,93.220001
2019-01-30,93.220001,1141300,94.07,95.843002,94.07,95.010002
2019-01-31,95.010002,2263300,95.0,100.0,94.709999,98.400002
2019-02-01,98.400002,2084700,98.209999,101.760002,97.860001,98.980003
2019-02-04,98.980003,1979900,99.08000200000001,102.849998,99.07,102.18
2019-02-05,102.18,1809000,102.470001,103.775002,101.625,102.769997
2019-02-06,102.769997,1500700,102.730003,104.309998,101.260002,103.540001
2019-02-07,103.540001,1180900,102.220001,103.716003,101.160004,102.349998
2019-02-08,102.349998,1129400,101.32,104.952003,101.199997,104.339996
2019-02-11,104.339996,1385600,104.940002,106.400002,104.110001,104.57
2019-02-12,104.57,1457300,104.849998,106.589996,104.300003,106.120003
2019-02-13,106.120003,1131600,106.480003,107.199997,103.309998,105.25
2019-02-14,105.25,1194100,104.739998,105.779999,104.110001,104.809998
2019-02-15,104.809998,899100,106.150002,106.150002,104.120003,104.900002
2019-02-19,104.900002,1845000,104.379997,104.629997,103.32,103.910004
2019-02-20,103.910004,1162400,104.0,105.66999799999999,102.58000200000001,104.120003
2019-02-21,104.120003,949600,103.300003,103.879997,101.589996,103.040001
2019-02-22,103.040001,967900,102.970001,105.440002,102.739998,105.25
2019-02-25,105.25,1390300,105.970001,107.949997,105.75,106.75
2019-02-26,106.75,1185300,106.019997,107.010002,105.449997,105.879997
2019-02-27,105.879997,996800,105.300003,106.650002,104.791,106.33000200000001
2019-02-28,106.33000200000001,1749900,105.629997,107.959999,105.380997,107.480003
2019-03-01,107.480003,1989400,108.220001,111.760002,107.559998,110.949997
2019-03-04,110.949997,3863200,111.58000200000001,111.58000200000001,99.769997,104.709999
2019-03-05,104.709999,1309800,105.33000200000001,105.33000200000001,101.290001,104.43
2019-03-06,104.43,855600,104.25,105.0,102.300003,103.5
2019-03-07,103.5,1306000,102.970001,106.344002,102.559998,104.209999
2019-03-08,104.209999,1095000,102.059998,105.059998,100.510002,104.25
2019-03-11,104.25,1533000,104.760002,110.099998,104.760002,109.510002
2019-03-12,109.510002,1747800,110.059998,112.449997,109.050003,110.940002
2019-03-13,110.940002,3581400,111.220001,112.58000200000001,108.25,108.58000200000001
2019-03-14,108.58000200000001,1711200,109.459999,112.489998,109.300003,110.480003
2019-03-15,110.480003,2235500,110.83000200000001,112.230003,109.64299799999999,110.269997
2019-03-18,110.269997,729300,110.120003,111.730003,109.660004,111.220001
2019-03-19,111.220001,1148300,112.209999,113.400002,110.309998,112.41999799999999
2019-03-20,112.41999799999999,823100,112.639999,113.900002,111.278,112.83000200000001
2019-03-21,112.83000200000001,1098100,112.339996,115.879997,112.099998,115.5
2019-03-22,115.5,1433200,114.690002,115.054001,109.730003,109.83000200000001
2019-03-25,109.83000200000001,890700,109.33000200000001,110.389999,107.900002,109.860001
2019-03-26,109.860001,727800,111.629997,112.949997,110.5,111.550003
2019-03-27,111.550003,2086800,111.400002,112.0,105.199997,106.989998
2019-03-28,106.989998,1132300,107.08000200000001,109.870003,106.599998,108.459999
2019-03-29,108.459999,1239000,110.199997,112.510002,108.68,112.389999
2019-04-01,112.389999,1255300,114.029999,115.375,111.370003,113.870003
2019-04-02,113.870003,980100,114.440002,116.089996,112.220001,115.599998
2019-04-03,115.599998,1102400,116.300003,116.699997,114.66999799999999,115.360001
2019-04-04,115.360001,2366000,115.599998,115.599998,106.75,110.220001
2019-04-05,110.220001,1239500,111.529999,112.540001,110.190002,111.33000200000001
2019-04-08,111.33000200000001,1009500,111.279999,112.139999,108.293999,112.08000200000001
2019-04-09,112.08000200000001,1194300,111.0,112.690002,110.199997,112.150002
2019-04-10,112.150002,1714200,112.150002,113.699997,111.83000200000001,112.739998
2019-04-11,112.739998,1224200,113.639999,114.690002,111.57,114.440002
2019-04-12,114.440002,1543200,115.279999,115.66999799999999,112.279999,112.68
2019-04-15,112.68,2094000,114.010002,117.059998,113.559998,114.449997
2019-04-16,114.449997,2014300,115.089996,115.610001,112.220001,112.970001
2019-04-17,112.970001,3261600,113.389999,114.129997,109.67400400000001,111.190002
2019-04-18,111.190002,7539000,101.400002,105.599998,100.25,101.940002
2019-04-22,101.940002,2528700,100.720001,104.25,100.282997,103.75
2019-04-23,103.75,3142900,104.25,107.099998,103.870003,106.720001
2019-04-24,106.720001,2177500,107.519997,108.059998,102.845001,103.16999799999999
2019-04-25,103.16999799999999,1468400,104.0,106.07,102.610001,106.0
2019-04-26,106.0,1129900,105.839996,108.339996,104.600998,108.209999
2019-04-29,108.209999,2116200,107.93,110.699997,107.800003,110.050003
2019-04-30,110.050003,1658600,109.25,111.662003,109.103996,110.150002
2019-05-01,110.150002,1091800,110.230003,110.989998,108.57,108.589996
2019-05-02,108.589996,1108200,107.82,109.800003,106.800003,109.010002
2019-05-03,109.010002,854300,110.33000200000001,111.699997,109.458,110.410004
2019-05-06,110.410004,841000,107.0,110.900002,106.110001,110.57
2019-05-07,110.57,2084900,109.650002,112.0,109.629997,110.66999799999999
2019-05-08,110.66999799999999,3568300,110.989998,117.449997,110.863998,117.16999799999999
2019-05-09,117.16999799999999,4810600,116.160004,125.309998,115.220001,125.129997
2019-05-10,125.129997,3709300,123.110001,129.970001,121.5,128.869995
2019-05-13,128.869995,2720300,124.709999,126.778,120.629997,120.779999
2019-05-14,120.779999,1435700,121.599998,124.620003,121.110001,123.769997
2019-05-15,123.769997,1212300,122.910004,127.370003,122.57,126.08000200000001
2019-05-16,126.08000200000001,1596500,126.089996,131.029999,126.089996,129.740005
2019-05-17,129.740005,1001800,128.940002,131.990005,128.0,129.149994
2019-05-20,129.149994,1916300,125.849998,127.33000200000001,123.797997,124.550003
2019-05-21,124.550003,870701,126.110001,127.0,125.400002,125.540001
